title,frequency,text_unit_ids
VOX,1,[0]
VULGAR CAPACITY,1,[0]
VULGAR CONCEPTIONS,1,[1]
VULGAR SUBJECTS,1,[1]
WAKING,1,[1]
WARRES,1,[1]
WAT TILER,1,[1]
WATERHOUSE ESQ,1,[1]
WAY ACCOMPLISHT,1,[0]
WAY PURIFICATION,1,[1]
WAYES INCOMPLEAT,1,[1]
WEIGHTS,1,[0]
WHATSOEVER ACTS,1,[0]
WHEREFORE ABBREVIATION,1,[1]
WHILE DISCOURSE,1,[0]
WHOLE ARMY,1,[0]
WHOLE BODY,1,[1]
WHOLE FIERY VIRTUE,1,[1]
WHOLE FLEET,1,[1]
WHOLE FRY,1,[1]
WHOLE POWER,1,[0]
WHOLE ROMAN ARMY,1,[0]
WHOLE WEIGHT,1,[1]
WHOLESOME COMPLEXION,1,[0]
WHOLSOM EXALTATION,1,[1]
WHOLSOME CONSTITUTION,1,[0]
WILL ASTERSOLL,1,[1]
WILLIAM,2,"[0, 1]"
WILLOW,1,[1]
WISDOME,2,"[0, 1]"
WISE MAN,1,[0]
WISE MEN,2,"[0, 1]"
WISE MEN ACCORD,1,[0]
WISE MEN ALTOGETHER REJECT,1,[1]
WISE MENS,1,[1]
WISER SORT,1,[0]
WOLF,1,[0]
WOODS,1,[1]
WORDS,1,[0]
WORK ALWAYES,1,[1]
WORKES,1,[0]
WRITING,1,[1]
WRITINGS,1,[1]
YEA STARRES SHINE,1,[0]
YEELD ASSISTANCE,1,[0]
YOUNG MAN,1,[0]
YOUNG MEN,1,[0]
