title,frequency,text_unit_ids
TRUE ESSENCE,1,[0]
TRUE MATTER,1,[0]
TRUE PERMANENT WATER,1,[0]
TRUE ROAD,1,[0]
TRUE SCHOLARS,1,[0]
TRUE SONS,1,[0]
TRUTH,1,[0]
UNCLEAN FAECES,1,[0]
UNIVERSAL MEDICINE,1,[0]
UNTO DEATH,1,[0]
VISCOUS LIQUOR,1,[0]
WATER EARTH,1,[0]
WATER MOISTENS MEAL,1,[0]
WHITE SULPHUR,1,[0]
WHOLE COMPOUND,1,[0]
WHOLE ENERGY,1,[0]
WHOLE LUMP,1,[0]
WHOLE MAGISTERY,1,[0]
WHOLE WORK,1,[0]
WINE,1,[0]
WISE,1,[0]
WONDERFUL UNGUENT,1,[0]
WORK PURIFY,1,[0]
