title,frequency,text_unit_ids
PERFECT GEOMETRY,1,[1]
PHILIP,1,[0]
PHILOSOPHER,2,"[0, 1]"
PHILOSOPHIC CHILD,1,[0]
PHILOSOPHICAL WORK,1,[0]
PHILOSOPHY NAMES,1,[1]
PHILSOSPHY,1,[0]
PHYSICAL HEALTH,1,[0]
PHYSICAL RESPECT,1,[0]
PLATO,1,[0]
PNEUMA,1,[1]
POWER,1,[0]
POWER INCREASES,1,[1]
POWER PERFORMS,1,[1]
POWERS,1,[1]
PP 212-,1,[1]
PRECIOUS STONES,1,[0]
PRIMA MATERIA,1,[0]
PRIMAL MATTER,1,[0]
PRIMAL SUBSTANCE,1,[0]
PRIME MATTER,1,[0]
PRIMORDIAL LANGUAGE-,1,[0]
PRINCIPLE PARTS,1,[0]
PRIUYD FRO HER-TO,1,[1]
PROCESS-,1,[0]
PUTNAMS,1,[1]
QUICKSILVER,1,[0]
READ,2,"[0, 1]"
READIEST OPERATIONS,1,[0]
RECENT DISCOVERIES,1,[0]
RECIPROCAL DEPENDENCE,1,[0]
REDGROVE,2,"[0, 1]"
RIPLEY,1,[0]
ROAST,1,[0]
ROGER BACON,1,[1]
ROMULUS,1,[0]
ROYAL SOCIETY,1,[1]
RUSKA,1,[0]
SACRED-TEXTS ESOTERIC INDEX PREVIOUS,1,[0]
SACRO,1,[0]
SADOUL,2,"[0, 1]"
SAGIJUS,1,[0]
SAN,1,[0]
SANTALLA,1,[0]
SCHUMAKER,2,"[0, 1]"
SECRETUM SECRETORUM,2,"[0, 1]"
SEEDS,1,[0]
SEPARATE EARTH,1,[0]
SEPARATE LINE,1,[0]
SEPARATION,1,[0]
SEPERATE,1,[0]
SERGIUS,1,[0]
SERPENT,1,[1]
SEXUAL OVERTONES,1,[1]
SHAH,2,"[0, 1]"
SHEBA,1,[0]
SHERWOOD TAYLOR,1,[1]
SIGISMUND BACSTROM,1,[0]
SILVER,1,[1]
SIMILAR NATURE,1,[1]
SINGER,2,"[0, 1]"
SKILFUL ADAPTATION,1,[1]
SOLAR,1,[0]
SOLAR AZOTH,1,[0]
SOLAR WORK,1,[0]
SOLID ELEMENTS,1,[0]
SOLID METALS,1,[0]
SOLID SUBSTANCES,1,[1]
SOLID THING,1,[0]
SOLID THING 11A,1,[0]
SOLID THINGS,2,"[0, 1]"
SOPHIC MERCURY,1,[0]
SOUL,1,[0]
SPAIN,1,[0]
SPIRIT,2,"[0, 1]"
SPIRITUAL GERM,1,[0]
SPIRITUAL POWER,1,[0]
SPIRITUAL STATE,1,[0]
SPIRITUAL TINCTURES,1,[1]
SPIRITUAL WATER,1,[1]
SPIRITUOUS EARTH,1,[0]
STAPLETON,1,[1]
STEELE,2,"[0, 1]"
STONE,2,"[0, 1]"
STORY IMPLIES,1,[0]
STRONG STRENGTH,1,[0]
STUART,1,[1]
SUBLIME SCIENCES,1,[1]
SUBSEQUENT ELEVATION,1,[1]
SUBTERRANEAN REGIONS,1,[1]
SUBTERRANEAN REGIONS-,1,[1]
SUBTILE THING,2,"[0, 1]"
SUBTLE PLANE,1,[0]
SUBTLE THING,1,[0]
SUBTLE THINGS,1,[0]
SUFI,1,[1]
SUFIS,1,[1]
SUITABLE RECEPTACLE,1,[0]
SUM TOTAL,1,[0]
SUN,2,"[0, 1]"
SUPERIOR AGREES,1,[0]
SUPERIOR PART,1,[0]
SUPERLATIVE DEGREE,1,[0]
SYRIA,1,[0]
SYRIAC,1,[0]
TABLET,2,"[0, 1]"
TABLET HISTORY,1,[0]
TABLET ZARADI,1,[0]
TABULA SMARAGDINA,1,[0]
TAROT,1,[1]
TEACHER,1,[0]
TEACHINGS,1,[1]
TELESMA,1,[0]
TELESMI,1,[0]
TENFOLD RATIO,1,[1]
TEXTUAL REMARKS,1,[0]
THELEME,1,[0]
THENCE DESCEND,1,[0]
THEORIES,1,[1]
THEOSOPHICAL,1,[1]
THERFOR FRO,1,[1]
THEROF SLEITH,1,[1]
THIN AIR,1,[0]
THINGS FLOW,1,[0]
THIRSTY EARTH,1,[1]
THOU WILT,1,[0]
THOW SHALT LORDSHIP ABOUE,1,[1]
THREEFOLD SAGE,1,[0]
THRICE-FAMOUS,1,[1]
THU LORDSCHYPPIST VPPEWARD,1,[1]
THYNNE THYNG DOTH,1,[1]
THYNNE THYNGE,1,[1]
TIS,1,[0]
TIVOLI,1,[0]
TOAD,1,[0]
TOWARDS- VERSA FUERIT,1,[0]
TRANSLATION,1,[1]
TREASURES,1,[0]
TRIPLEX,1,[1]
TRIPOLI,1,[0]
TRISTMEGISTUS,1,[1]
TRITHEMIUS,2,"[0, 1]"
TROUTH,1,[1]
TRUE,1,[0]
TRUE EXPLANATION,1,[0]
TRUTH,2,"[0, 1]"
TWELFTH,1,[0]
TWOFOLD SEED,1,[0]
TYNA,1,[0]
UNBORN CHILD,1,[0]
UNIQUE THING,1,[0]
UNITY,1,[0]
UNIVERSAL PHILOSOPHY,1,[0]
UNIVERSAL WORLD,1,[0]
UNIVERSE,1,[0]
UNIVERSITY PRESS,1,[1]
UNRIPE FRUIT,1,[0]
USUAL EXPLANATION,1,[1]
VAPOUR REUNITES,1,[0]
VARIOUS LEVELS,1,[0]
VEGETABLE KINGDOM,1,[1]
VEGETABLE KINGDOMS ETC,1,[0]
VEINS,1,[0]
VERSA FUERIT,1,[0]
VERTUE OUER-COMETH,1,[1]
VICE VERSA,1,[0]
VITAL BREATH,1,[0]
VOLATILE ELEMENTS,1,[0]
VOLATILE PART,1,[0]
VOLATILE PRINCIPLE,1,[0]
VOLATILIZES SOL,1,[0]
WASHINGTON,1,[1]
WATER PROCEEDS,1,[0]
WATERY CONDITION,1,[0]
WATERY EARTH,1,[0]
WATKINS,1,[1]
WAYNE,1,[1]
WERKER,1,[1]
WHOLE AFFIRMATION,1,[0]
WHOLE COSMOS,1,[1]
WHOLE EARTH,1,[0]
WHOLE STONE,1,[0]
WHOLE SUBSTANCE,1,[0]
WHOLE TRUTH,1,[0]
WHOLE UNIVERSE,1,[0]
WHOLE WORLD,2,"[0, 1]"
WHOLE WORLD-,1,[0]
WHOM COMETH,1,[1]
WILL,1,[0]
WILLIAM,1,[1]
WILT THOU PARTAKE,1,[0]
WIND,1,[0]
WIND BORE,1,[0]
WIND HATH,1,[0]
WISDOM,2,"[0, 1]"
WISDOM CORRESPOND,1,[1]
WOLLE FLE,1,[1]
WONDERFUL ADAPTATIONS,1,[0]
WONDERFUL DEVELOPEMENTS,1,[0]
WONDERFUL JUICE,1,[0]
WONDERFUL POWERS,1,[0]
WONDERFUL WAY,1,[1]
WONDERFUL WORK,1,[0]
WONDROUS WORKS,1,[0]
WORCHER FORSOTH,1,[1]
WORD TALISMAN,1,[0]
WORLD CONTAINS,1,[0]
WORLD RYNNETH,1,[1]
YANG,1,[0]
YIN,1,[0]
YT WCH,1,[0]
