title,frequency,text_unit_ids
NATURES,1,[1]
NECESSARY OCCUPATIONS,1,[0]
NECESSARY QUALITIES,1,[1]
NEGATIVE,1,[0]
NEW WORLD,1,[0]
NOBLE SON,1,[0]
NOVUM LUMEN CHYMICUM,1,[0]
NURSE,1,[1]
NUTRIMENT,1,[1]
OBSCURITY,1,[0]
OCCULT CAUSES,1,[0]
OCCULT PART HATH,1,[0]
OLD SCALES,1,[0]
OPERATION BREAKETH,1,[1]
OPERATIONS,1,[0]
OPERATOR,1,[1]
OPPOSITE PART WHEREOF,1,[1]
ORANGE,2,"[0, 1]"
ORDERLY MANNER,1,[0]
ORGAN,1,[1]
ORIGINAL,1,[0]
ORIGINAL SIN,1,[0]
OTHERS ENJOIN,1,[0]
OUNCE,2,"[1, 2]"
OWN ACCORD,1,[0]
OWN ART,1,[0]
OWN POWER,1,[1]
OWN TEMPERAMENT,1,[1]
OX,1,[0]
PANACEA,1,[1]
PARABOLA,1,[0]
PART,1,[0]
PART WHEREOF,1,[1]
PATIENT,1,[1]
PENES NOS UNDA TAGI,1,[0]
PENKNIFE,1,[1]
PERFECT,1,[0]
PERFECT BODIES,1,[0]
PERFECT ELIXIR,1,[0]
PERFECT FIXATION,1,[0]
PERFECT IMPERFECT,1,[0]
PERFECT IMPERFECT THINGS,1,[1]
PERFECT KNOWLEDGE,1,[0]
PERFECT KNOWLEDGE THEREOF,1,[0]
PERFECT METALS,1,[0]
PERFECT ROTATION,1,[1]
PERFECT SEED,1,[0]
PERFECT STRENGTH,1,[0]
PERFECT SULPHUR,2,"[1, 2]"
PERFECTION WHEREOF PROCEEDETH,1,[0]
PERFECTOR,1,[1]
PERMANENT BODY,1,[1]
PERMANENT GLORY,1,[0]
PHILOSOPHER,3,"[0, 1, 2]"
PHILOSOPHERS,3,"[0, 1, 2]"
PHILOSOPHERS ART,1,[1]
PHILOSOPHERS STONE,1,[1]
PHILOSOPHIC LUNA,1,[0]
PHILOSOPHICAL,2,"[0, 1]"
PHILOSOPHICAL EARTH,1,[0]
PHILOSOPHY,2,"[0, 1]"
PHYSICAL TINCTURE,1,[0]
PHYSICAL TRACT,1,[1]
PICTURES,1,[0]
PISCES,1,[2]
PLACE CAST,1,[0]
PLAIN WAY,1,[0]
PLANET,1,[2]
PLATE,1,[1]
PLENTIFUL TINCTURE,1,[0]
PLOUGH,1,[0]
PLOUGH-MAN,1,[0]
POLE,1,[0]
PORTION,1,[1]
POSITIVE PART,1,[0]
POTENT,1,[2]
POTENT KING,1,[0]
POTION,1,[1]
POTTER,1,[1]
POTTER-LIKE,1,[1]
POWER,1,[0]
PRACTICE THEREOF,1,[0]
PRAXIS,1,[1]
PRECEPT,1,[1]
PRECEPTS,1,[1]
PRECIOUS GEMS,1,[0]
PRECIOUS LIQUOR DOTH CONSTITUTE,1,[0]
PRECIOUS SUBSTANCE,1,[0]
PREPARATION,1,[1]
PREVIOUS OPERATIONS,1,[0]
PRISON,1,[1]
PROFITABLE UNTO,1,[0]
PROJECTION,1,[1]
PROPER DEGREES,1,[1]
PROPER NATURE,1,[0]
PROPER QUALITY,1,[0]
PROPER STRENGTH,1,[1]
PROPER SULPHUR,1,[0]
PROPHET,1,[0]
PROPITIOUS UNTO THEE,1,[0]
PROTEUS,1,[0]
PURE HEART,1,[0]
PURE METALS,1,[0]
PURE SEED,1,[0]
PURE SUBSTANCE THEREOF,1,[0]
PURE SULPHUR,2,"[0, 1]"
PUREST SULPHUR,1,[0]
PURPLE STAR SMILE,1,[0]
PUTREFACTORY,1,[1]
QUALITIES THEREOF,1,[0]
QUICK WIT,1,[0]
QUINTESSENCE,1,[1]
RADIANT SUNLIGHT,1,[0]
RADICAL,1,[1]
RADICAL MOISTURE,1,[0]
RAIMUNDUS LULLIUS,1,[0]
RAIN,1,[1]
RAINBOW,1,[0]
RAISETH CONFUSION,1,[1]
READER,2,"[0, 2]"
REALM,1,[0]
REASON REQUIRETH,1,[1]
REBIS,1,[0]
RECIPE,1,[0]
RED ASHES,1,[1]
RED OIL,1,[1]
RED WATER,1,[1]
RED WORK,1,[1]
REDNESS,2,"[0, 1]"
REDUCTION,2,"[0, 1]"
REGAL,1,[2]
REGAL THRONE,1,[2]
REGIMEN,1,[0]
REIGN,2,"[1, 2]"
RESTORATION,1,[1]
RESTORE STRENGTH,1,[1]
REVOLUTION,1,[1]
RHOMBOID,1,[1]
RIGHT HAND,1,[2]
ROCKS,1,[0]
ROSARIUS,1,[0]
ROSES,1,[1]
ROYAL HIGHWAY,1,[0]
RUBY,1,[1]
RUBY STONE,1,[2]
RUDDY,1,[0]
SAFFRON,1,[1]
SAFFRON HAIR,1,[0]
SAGITTARIUS,1,[2]
SALUTE THEE,1,[0]
SAND,1,[1]
SANGUINE,1,[0]
SAPPHIRE,1,[0]
SATURN,3,"[0, 1, 2]"
SCEPTRE,1,[1]
SCOPE,1,[1]
SCORPIO,1,[2]
SCYLLA,1,[0]
SECRET FURNACE,1,[1]
SECRET MOTIONS,1,[0]
SECRET WORK,1,[0]
SECRETS,1,[1]
SEED,1,[1]
SEEDS STAND,1,[1]
SEEKER,1,[0]
SENIOR,2,"[0, 1]"
SEPARATE,1,[0]
SEPARATION,1,[1]
SERENE,1,[1]
SERIOUS EMPLOYMENTS,1,[0]
SEVENFOLD SPRING FLOWETH,1,[0]
SHADOWS OVERCAST,1,[0]
SHALT THOU,1,[1]
SHORT REPETITION,1,[0]
SHORT TIME,1,[1]
SHORTER TIME,1,[1]
SICCUM,1,[1]
SIGNIFICATOR,1,[2]
SILVER,1,[0]
SILVER SCALES,1,[0]
SIMILAR PARTS,1,[1]
SIMPLE HEAT,1,[1]
SIMPLE NAME,1,[0]
SLIGHT MOISTURE,1,[0]
SLUGGISH STRENGTH,1,[1]
SMALL FISHES PLUMP,1,[0]
SMALL NET,1,[0]
SMALL PART,1,[0]
SMALL PORTION,1,[1]
SNOW-LIKE,1,[1]
SODDEN CLODS,1,[0]
SOIL,1,[0]
SOL,3,"[0, 1, 2]"
SOLAR,2,"[1, 2]"
SOLUTION,2,"[0, 1]"
SOLUTIONS,1,[0]
SORT SOEVER,1,[0]
SOUL,2,"[0, 1]"
SPEAK,1,[2]
SPECIAL ONES,1,[0]
SPECIFIC FORM,1,[1]
SPERM,1,[0]
SPIRIT,3,"[0, 1, 2]"
SPIRITS,1,[0]
SPIRITUAL,2,"[0, 1]"
SPIRITUAL MILK,1,[0]
SPIRITUAL SEED,1,[0]
SPIRITUAL TINCTURE,1,[0]
SPIRITUAL VIRTUES,1,[0]
STAR-LIKE,1,[1]
STOMACH,1,[1]
STONE,3,"[0, 1, 2]"
STONY GLASS,1,[1]
STRAIGHT MOUTH,1,[1]
STRANGE COLOURS,1,[0]
STRICT UNION,1,[1]
STRONG TRIAL,1,[0]
STUDY HEREOF,1,[0]
STURDY OXEN,1,[0]
SUBLIMATION,1,[0]
SUBLIMATORY,1,[1]
SUBTLE DUST,1,[1]
SUCCESSIVE DEGREES,1,[1]
SUCCESSIVE DIGESTIONS,1,[0]
SUCCOUR THEE,1,[1]
SUCH ASSOCIATION,1,[0]
SUCH PRECIOUS FLOWERS,1,[0]
SULPHUROUS,1,[1]
SULPHUROUS NATURE,1,[1]
SULPHURS,2,"[0, 1]"
SUN,3,"[0, 1, 2]"
SUPERFLUOUS CLEAVE UNTO,1,[0]
SWAN,2,"[0, 1]"
TEMPERAMENT,1,[1]
TERRA,1,[1]
TERRA ADAMICA,1,[1]
TERRESTRIAL,1,[1]
TERRESTRIAL DREGS,1,[1]
TERRESTRIAL NATURES,1,[1]
THEE,1,[0]
THENCE HATH,1,[0]
THINE EYES,1,[2]
THING,1,[0]
THING WHEREWITH,1,[0]
THINGS AFORESAID,1,[0]
THINGS INVOCATE,1,[2]
THINGS SUPERFLUOUS,1,[0]
THINGS THEREIN,1,[1]
THINGS VOLATILE FLY,1,[1]
THOU,1,[0]
THOU CASTEST,1,[2]
THOU HAST,1,[1]
THOU INTENDEST,1,[1]
THOU MAYEST,1,[1]
THOU PLEASEST,1,[1]
THOU SHALT,1,[1]
THOU SHALT BEHOLD,1,[1]
THOU URGE,1,[1]
THOU USEST,1,[1]
THOU WILT ADMIRE,1,[1]
THREE-FOLD,1,[1]
THREE-FOLD FIRE,1,[1]
THREE-HEADED DRAGON,1,[2]
THREEFOLD MATTER,1,[1]
THRUSTS OUTWARDS,1,[1]
THY HEART,1,[0]
THY MIND,1,[1]
TILLAGE THEREOF,1,[0]
TINCTURE,2,"[0, 1]"
TINCTURE FOLLOWETH,1,[0]
TINCTURES,1,[0]
TOMB,1,[1]
TOO,1,[0]
TORPID FIRE,1,[1]
TRACE,1,[2]
TRANSPARENT CLOISTER,1,[0]
TREVISAN,1,[1]
TRINITY,1,[1]
TRIPOD,1,[1]
TRUE LIGHT,1,[1]
TRUE SEPARATION NATURE DENIETH UNTO,1,[0]
TRUTH,1,[0]
TYRANT,1,[0]
TYRO,1,[0]
UGLY SKIN,1,[0]
ULTIMATE TERM,1,[0]
UN-FOLDING PENETRATION,1,[1]
UNIVERSAL MEDICINE,1,[1]
UNIVERSE,2,"[0, 1]"
UNNATURAL,1,[1]
UNNATURAL COMBINATION,1,[0]
UNPROFITABLE HEAP,1,[0]
UNTO CANCER,1,[2]
UNTO FORMATION,1,[1]
UNTO MATTER,1,[0]
UNTO THEE,2,"[0, 1]"
USES THEREOF,1,[2]
USETH FIRE,1,[1]
USURY,1,[0]
VAIN,1,[0]
VALUE UNTO,1,[0]
VAPID SMOKE,1,[1]
VAPOROUS,1,[1]
VAPOUR,1,[1]
VARIOUS EXPRESSIONS,1,[1]
VEGETABLES,1,[1]
VEGETABLES NATURE,1,[1]
VEHEMENT HEAT,1,[1]
VENUS,2,"[0, 2]"
VESSEL,1,[1]
VESSEL PRACTITIONERS,1,[1]
VESSELS,1,[1]
VICAR,1,[1]
VICTORY,1,[1]
VILLA NOVA,1,[2]
VIRGINS,1,[1]
VIRTUE THEREOF,2,"[0, 1]"
VISIBLE TINCTURE,1,[0]
VOLATILE,1,[1]
VOLATILE BODY,1,[1]
VOLATILE NATURE DOTH,1,[1]
VULCAN,1,[1]
WARM WET,1,[0]
WARMTH PREPARETH,1,[1]
WATERS,3,"[0, 1, 2]"
WATERS OCCURS,1,[0]
WATERY,1,[1]
WATERY PART,1,[0]
WEDLOCK,1,[0]
WEIGHER,1,[1]
WEIGHT,2,"[0, 1]"
WHEREIN,1,[0]
WHITE COLOUR SUCCEEDETH,1,[0]
WHITE FIRE,1,[0]
WHITE FLOWER,1,[0]
WHITE OIL,1,[1]
WHITE SULPHUR,2,"[0, 2]"
WHITE WORK,1,[1]
WHOLE,1,[0]
WHOLE MANS,1,[0]
WHOLE PRACTICE,1,[1]
WHOLE PROGRESS,1,[1]
WHOLE SECRET CONSISTETH,1,[1]
WHOLE SUBSTANCE,1,[0]
WHOLE TRIBE,1,[0]
WHOLE WORK,2,"[0, 1]"
WHOLE WORK CONSISTETH,1,[1]
WHOLE WORK DEPENDETH,1,[1]
WHOLE WORLD,1,[0]
WHORL,1,[1]
WHORLS,1,[1]
WHOSOEVER,1,[0]
WIFE,1,[1]
WINGED,1,[0]
WINTER,1,[2]
WISE MAN,2,"[0, 1]"
WONDERFUL METAMORPHOSIS,1,[0]
WOOD,1,[1]
WORDS,1,[0]
WORK CONSISTETH,1,[1]
WORK CONTINUAL FIRE,1,[1]
WORK DEPENDETH,1,[1]
WORKMAN,1,[1]
WORKMAN RESTETH,1,[0]
WORTHY MINDS,1,[1]
WRITINGS,1,[2]
WRITINGS ABOUND,1,[0]
YEA CONTRARY SPEECHES,1,[0]
YOUNG ONES,2,"[0, 1]"
ZEPHYRUS,1,[0]
